store_name,order_local_timezone,order_referenceid,finished_order_status,delivery_type,order_create_date,order_create_datetime,order_accepted_datetime,order_marked_ready_for_pickup,courier_arrive_datetime,courier_pickup_datetime,order_delivered_datetime,reject_reason,order_total_gross,order_total_net
Tibi Foods - Ikeja,Africa/Lagos,959288,success,delivery,23/11/18,23/07/27 10:47,23/07/27 12:26,,23/07/27 12:38,23/07/27 13:04,23/07/27 13:06,,5000,5000
Tibi Foods - Ikeja,Africa/Lagos,960206,success,delivery,23/11/18,23/07/27 12:44,23/07/27 12:45,23/07/27 12:59,23/07/27 13:06,23/07/27 13:16,23/07/27 13:17,,2500,2500
Tibi Foods - Ikeja,Africa/Lagos,960448,success,delivery,23/11/18,23/07/27 13:14,23/07/27 13:15,23/07/27 13:30,23/07/27 13:43,23/07/27 13:44,23/07/27 13:59,,3400,3400
Tibi Foods - Ikeja,Africa/Lagos,960540,success,delivery,23/11/18,23/07/27 13:26,23/07/27 13:29,23/07/27 13:47,23/07/27 13:54,23/07/27 13:59,23/07/27 14:21,,4000,4000
Tibi Foods - Ikeja,Africa/Lagos,961028,success,delivery,23/11/18,23/07/27 14:15,23/07/27 14:16,,23/07/27 14:22,23/07/27 14:31,23/07/27 14:54,,9800,9800
Tibi Foods - Ikeja,Africa/Lagos,961186,success,delivery,23/11/18,23/07/27 14:28,23/07/27 14:29,23/07/27 14:47,23/07/27 15:04,23/07/27 15:12,23/07/27 15:40,,3400,3400
Tibi Foods - Ikeja,Africa/Lagos,961385,success,delivery,23/11/18,23/07/27 14:53,23/07/27 14:55,23/07/27 15:11,23/07/27 15:29,23/07/27 15:31,23/07/27 15:38,,3400,3400
Tibi Foods - Ikeja,Africa/Lagos,961476,success,delivery,23/11/18,23/07/27 15:05,23/07/27 15:06,23/07/27 15:23,23/07/27 15:34,23/07/27 15:35,23/07/27 15:41,,2500,2500
Tibi Foods - Ikeja,Africa/Lagos,964406,success,delivery,23/11/18,23/07/28 10:11,23/07/28 10:19,23/07/28 10:34,23/07/28 10:41,23/07/28 10:47,23/07/28 11:06,,5000,5000
Tibi Foods - Ikeja,Africa/Lagos,964686,success,delivery,23/11/18,23/07/28 10:51,23/07/28 10:57,23/07/28 11:14,23/07/28 11:20,23/07/28 11:26,23/07/28 11:39,,7700,7700
Tibi Foods - Ikeja,Africa/Lagos,966121,success,delivery,23/11/18,23/07/28 13:18,23/07/28 13:19,,23/07/28 13:29,23/07/28 13:32,23/07/28 13:42,,4900,4900
Tibi Foods - Ikeja,Africa/Lagos,967466,success,delivery,23/11/18,23/07/28 15:49,23/07/28 15:51,23/07/28 16:08,23/07/28 16:13,23/07/28 16:20,23/07/28 16:37,,3000,3000
Tibi Foods - Ikeja,Africa/Lagos,967766,success,delivery,23/11/18,23/07/28 16:23,23/07/28 16:24,,23/07/28 16:34,23/07/28 16:39,23/07/28 16:44,,5500,5500
Tibi Foods - Ikeja,Africa/Lagos,968779,success,delivery,23/11/18,23/07/28 18:43,23/07/28 18:45,,23/07/28 18:54,23/07/28 19:03,23/07/28 19:52,,3000,3000
Tibi Foods - Ikeja,Africa/Lagos,970504,success,delivery,23/11/18,23/07/29 10:59,23/07/29 11:02,23/07/29 11:13,23/07/29 11:17,23/07/29 11:18,23/07/29 11:42,,6700,6700
Tibi Foods - Ikeja,Africa/Lagos,970896,success,delivery,23/11/18,23/07/29 11:51,23/07/29 11:53,,23/07/29 12:00,23/07/29 12:18,23/07/29 12:28,,2500,2500
Tibi Foods - Ikeja,Africa/Lagos,971387,success,delivery,23/11/18,23/07/29 12:42,23/07/29 12:44,,23/07/29 12:51,23/07/29 13:04,23/07/29 13:21,,12300,12300
Tibi Foods - Ikeja,Africa/Lagos,972268,success,delivery,23/11/18,23/07/29 14:20,23/07/29 14:20,,23/07/29 14:26,23/07/29 14:28,23/07/29 14:39,,3900,3900
Tibi Foods - Ikeja,Africa/Lagos,972883,success,delivery,23/11/18,23/07/29 15:22,23/07/29 15:26,23/07/29 15:35,23/07/29 15:48,23/07/29 15:49,23/07/29 16:18,,3800,3800
Tibi Foods - Ikeja,Africa/Lagos,973462,success,delivery,23/11/18,23/07/29 16:27,23/07/29 16:27,23/07/29 16:38,23/07/29 17:02,23/07/29 17:02,23/07/29 17:23,,5400,5400
Tibi Foods - Ikeja,Africa/Lagos,974930,success,delivery,23/11/18,23/07/29 19:29,23/07/29 19:31,23/07/29 19:47,23/07/29 20:02,23/07/29 20:07,23/07/29 20:28,,6500,6500
Tibi Foods - Ikeja,Africa/Lagos,975788,success,delivery,23/11/18,23/07/30 9:32,23/07/30 9:33,23/07/30 9:40,23/07/30 9:41,23/07/30 9:44,23/07/30 9:53,,6500,6500
Tibi Foods - Ikeja,Africa/Lagos,976107,success,delivery,23/11/18,23/07/30 10:49,23/07/30 10:51,,23/07/30 10:55,23/07/30 11:08,23/07/30 11:26,,3900,3900
Tibi Foods - Ikeja,Africa/Lagos,976210,success,delivery,23/11/18,23/07/30 11:02,23/07/30 11:03,23/07/30 11:20,23/07/30 11:25,23/07/30 11:34,23/07/30 11:54,,7400,7400
Tibi Foods - Ikeja,Africa/Lagos,976241,success,delivery,23/11/18,23/07/30 11:08,23/07/30 11:09,23/07/30 11:26,23/07/30 11:31,23/07/30 11:33,23/07/30 11:51,,5000,5000
Tibi Foods - Ikeja,Africa/Lagos,977033,success,delivery,23/11/17,23/07/30 13:00,23/07/30 13:01,,23/07/30 13:06,23/07/30 13:21,23/07/30 13:41,,3900,3900
Tibi Foods - Ikeja,Africa/Lagos,977113,success,delivery,23/11/17,23/07/30 13:11,23/07/30 13:12,,23/07/30 13:24,23/07/30 13:30,23/07/30 13:47,,8600,8600
Tibi Foods - Ikeja,Africa/Lagos,977475,success,delivery,23/11/17,23/07/30 13:51,23/07/30 13:55,,23/07/30 14:07,23/07/30 14:15,23/07/30 14:23,,5000,5000
Tibi Foods - Ikeja,Africa/Lagos,977477,success,delivery,23/11/17,23/07/30 13:51,23/07/30 13:53,,23/07/30 14:00,23/07/30 14:18,23/07/30 14:25,,3000,3000
Tibi Foods - Ikeja,Africa/Lagos,978080,success,delivery,23/11/17,23/07/30 15:02,23/07/30 15:05,,23/07/30 15:08,23/07/30 15:25,23/07/30 15:34,,9400,9400
Tibi Foods - Ikeja,Africa/Lagos,980589,success,delivery,23/11/17,23/07/31 9:19,23/07/31 9:24,,23/07/31 9:29,23/07/31 9:40,23/07/31 9:55,,3000,3000
Tibi Foods - Ikeja,Africa/Lagos,981013,success,delivery,23/11/17,23/07/31 10:39,23/07/31 10:39,23/07/31 10:54,23/07/31 11:11,23/07/31 11:16,23/07/31 11:34,,4900,4900
Tibi Foods - Ikeja,Africa/Lagos,981223,success,delivery,23/11/17,23/07/31 11:04,23/07/31 11:05,23/07/31 11:23,23/07/31 11:39,23/07/31 11:41,23/07/31 11:56,,4700,4700
Tibi Foods - Ikeja,Africa/Lagos,982266,success,delivery,23/11/17,23/07/31 12:29,23/07/31 12:30,23/07/31 12:41,23/07/31 13:07,23/07/31 13:13,23/07/31 13:37,,5000,5000
Tibi Foods - Ikeja,Africa/Lagos,982349,success,delivery,23/11/17,23/07/31 12:37,23/07/31 12:44,23/07/31 12:55,23/07/31 13:15,23/07/31 13:19,23/07/31 13:38,,7200,7200
Tibi Foods - Ikeja,Africa/Lagos,983648,success,delivery,23/11/17,23/07/31 14:33,23/07/31 14:34,,23/07/31 14:44,23/07/31 14:59,23/07/31 15:20,,2500,2500
Tibi Foods - Ikeja,Africa/Lagos,983935,success,delivery,23/11/17,23/07/31 15:02,23/07/31 15:03,,23/07/31 15:13,23/07/31 15:16,23/07/31 15:25,,3000,3000
Tibi Foods - Ikeja,Africa/Lagos,985255,success,delivery,23/11/17,23/07/31 17:22,23/07/31 17:27,,23/07/31 17:38,23/07/31 17:41,23/07/31 17:48,,3000,3000
Tibi Foods - Ikeja,Africa/Lagos,987313,success,delivery,23/11/17,23/08/01 9:36,23/08/01 9:37,23/08/01 9:59,23/08/01 10:09,23/08/01 10:14,23/08/01 10:29,,5600,5600
Tibi Foods - Ikeja,Africa/Lagos,989958,success,delivery,23/11/17,23/08/01 15:22,23/08/01 15:23,,23/08/01 15:25,23/08/01 15:36,23/08/01 15:41,,2500,2500
Tibi Foods - Ikeja,Africa/Lagos,991639,success,delivery,23/11/17,23/08/01 19:27,23/08/01 19:27,,23/08/01 19:31,23/08/01 19:41,23/08/01 19:50,,2500,2500
Tibi Foods - Ikeja,Africa/Lagos,992360,success,delivery,23/11/17,23/08/02 9:31,23/08/02 9:41,23/08/02 10:02,23/08/02 10:13,23/08/02 10:21,23/08/02 10:29,,4500,4500
Tibi Foods - Ikeja,Africa/Lagos,993577,success,delivery,23/11/17,23/08/02 12:30,23/08/02 12:33,23/08/02 12:56,23/08/02 13:02,23/08/02 13:07,23/08/02 13:35,,3000,3000
Tibi Foods - Ikeja,Africa/Lagos,995064,success,delivery,23/11/17,23/08/02 15:23,23/08/02 15:28,23/08/02 15:44,23/08/02 15:46,23/08/02 15:55,23/08/02 16:04,,4700,4700
Tibi Foods - Ikeja,Africa/Lagos,996258,success,delivery,23/11/17,23/08/02 18:09,23/08/02 18:11,23/08/02 18:29,23/08/02 18:35,23/08/02 18:56,23/08/02 19:08,,6300,6300
Tibi Foods - Ikeja,Africa/Lagos,997617,success,delivery,23/11/17,23/08/03 9:55,23/08/03 9:57,23/08/03 10:15,23/08/03 10:02,23/08/03 10:17,23/08/03 10:31,,5000,5000
Tibi Foods - Ikeja,Africa/Lagos,998682,success,delivery,23/11/17,23/08/03 12:04,23/08/03 12:08,23/08/03 12:26,23/08/03 12:32,23/08/03 13:00,23/08/03 13:21,,4700,4700
Tibi Foods - Ikeja,Africa/Lagos,999834,success,delivery,23/11/17,23/08/03 13:51,23/08/03 13:55,,23/08/03 14:00,23/08/03 14:12,23/08/03 14:33,,5000,5000
Tibi Foods - Ikeja,Africa/Lagos,1001263,success,delivery,23/11/17,23/08/03 16:30,23/08/03 16:32,,23/08/03 16:35,23/08/03 17:02,23/08/03 17:06,,8000,8000
Tibi Foods - Ikeja,Africa/Lagos,1002513,success,delivery,23/11/17,23/08/03 19:25,23/08/03 19:25,23/08/03 19:35,23/08/03 19:49,23/08/03 19:54,23/08/03 20:05,,2500,2500
Tibi Foods - Ikeja,Africa/Lagos,1002537,success,delivery,23/11/17,23/08/03 19:27,23/08/03 19:27,23/08/03 19:35,23/08/03 19:40,23/08/03 19:47,23/08/03 19:57,,3400,3400
Tibi Foods - Ikeja,Africa/Lagos,1004084,success,delivery,23/11/17,23/08/04 11:17,23/08/04 11:20,23/08/04 11:48,23/08/04 11:23,23/08/04 11:46,,,5500,5500
Tibi Foods - Ikeja,Africa/Lagos,1007057,success,delivery,23/11/17,23/08/04 16:12,23/08/04 16:15,23/08/04 16:28,23/08/04 16:37,23/08/04 16:38,23/08/04 17:02,,4600,4600
Tibi Foods - Ikeja,Africa/Lagos,1007198,success,delivery,23/11/17,23/08/04 16:28,23/08/04 16:30,,23/08/04 16:41,23/08/04 16:44,23/08/04 16:57,,2500,2500
Tibi Foods - Ikeja,Africa/Lagos,1007475,success,delivery,23/11/17,23/08/04 17:01,23/08/04 17:05,23/08/04 17:23,23/08/04 17:32,23/08/04 17:52,23/08/04 17:56,,5000,5000
Tibi Foods - Ikeja,Africa/Lagos,1007722,success,delivery,23/11/17,23/08/04 17:36,23/08/04 17:37,,23/08/04 17:44,23/08/04 17:55,23/08/04 18:21,,5200,5200
Tibi Foods - Ikeja,Africa/Lagos,1008528,success,delivery,23/11/17,23/08/04 19:30,23/08/04 19:35,,23/08/04 19:46,23/08/04 19:49,23/08/04 20:05,,4000,4000
Tibi Foods - Ikeja,Africa/Lagos,1012223,success,delivery,23/11/17,23/08/05 13:37,23/08/05 13:37,,23/08/05 13:40,23/08/05 13:45,23/08/05 13:53,,4000,4000
Tibi Foods - Ikeja,Africa/Lagos,1012355,success,delivery,23/11/16,23/08/05 13:42,23/08/05 13:43,,23/08/05 13:47,23/08/05 14:01,23/08/05 14:31,,8600,8600
Tibi Foods - Ikeja,Africa/Lagos,1012550,success,delivery,23/11/16,23/08/05 13:49,23/08/05 13:52,,23/08/05 14:06,23/08/05 14:08,23/08/05 14:32,,8300,8300
Tibi Foods - Ikeja,Africa/Lagos,1012810,success,delivery,23/11/16,23/08/05 13:59,23/08/05 14:00,,23/08/05 14:05,23/08/05 14:14,23/08/05 14:23,,6300,6300
Tibi Foods - Ikeja,Africa/Lagos,1013559,success,delivery,23/11/16,23/08/05 14:31,23/08/05 14:32,,23/08/05 14:38,23/08/05 14:42,23/08/05 14:50,,3000,3000
Tibi Foods - Ikeja,Africa/Lagos,1016470,success,delivery,23/11/16,23/08/05 19:48,23/08/05 19:50,23/08/05 20:02,23/08/05 20:14,23/08/05 20:15,23/08/05 20:32,,4500,4500
Tibi Foods - Ikeja,Africa/Lagos,1017275,success,delivery,23/11/16,23/08/06 9:38,23/08/06 9:41,,23/08/06 9:47,23/08/06 9:54,23/08/06 10:10,,5000,5000
Tibi Foods - Ikeja,Africa/Lagos,1017463,success,delivery,23/11/16,23/08/06 10:20,23/08/06 10:20,,23/08/06 10:25,23/08/06 10:39,23/08/06 10:57,,11800,11800
Tibi Foods - Ikeja,Africa/Lagos,1018194,success,delivery,23/11/16,23/08/06 12:17,23/08/06 12:17,23/08/06 12:37,23/08/06 12:44,23/08/06 12:47,23/08/06 12:59,,3000,3000
Tibi Foods - Ikeja,Africa/Lagos,1018835,success,delivery,23/11/16,23/08/06 13:39,23/08/06 13:40,,23/08/06 13:48,23/08/06 13:52,23/08/06 13:59,,4900,4900
Tibi Foods - Ikeja,Africa/Lagos,1019054,success,delivery,23/11/16,23/08/06 14:04,23/08/06 14:08,,23/08/06 14:14,23/08/06 14:22,23/08/06 14:33,,4700,4700
Tibi Foods - Ikeja,Africa/Lagos,1022982,success,delivery,23/11/16,23/08/07 11:01,23/08/07 11:02,,23/08/07 11:04,23/08/07 11:16,23/08/07 11:29,,4500,4500
Tibi Foods - Ikeja,Africa/Lagos,1023462,success,delivery,23/11/16,23/08/07 11:40,23/08/07 11:42,,23/08/07 11:46,23/08/07 11:52,23/08/07 12:05,,2500,2500
Tibi Foods - Ikeja,Africa/Lagos,1024180,success,delivery,23/11/16,23/08/07 12:32,23/08/07 12:33,23/08/07 12:50,23/08/07 12:56,23/08/07 12:56,23/08/07 13:11,,5500,5500
Tibi Foods - Ikeja,Africa/Lagos,1025087,success,delivery,23/11/16,23/08/07 13:37,23/08/07 13:39,,23/08/07 13:47,23/08/07 13:57,23/08/07 14:19,,3000,3000
Tibi Foods - Ikeja,Africa/Lagos,1025091,success,delivery,23/11/16,23/08/07 13:37,23/08/07 13:39,,23/08/07 13:50,23/08/07 14:04,23/08/07 14:30,,3000,3000
Tibi Foods - Ikeja,Africa/Lagos,1027587,success,delivery,23/11/16,23/08/07 16:48,23/08/07 16:49,,23/08/07 16:54,23/08/07 17:00,23/08/07 17:42,,5300,5300
Tibi Foods - Ikeja,Africa/Lagos,1028707,success,delivery,23/11/16,23/08/07 18:52,23/08/07 18:53,,23/08/07 18:58,23/08/07 19:05,23/08/07 19:13,,4700,4700
Tibi Foods - Ikeja,Africa/Lagos,1029172,success,delivery,23/11/16,23/08/07 19:41,23/08/07 19:41,,23/08/07 19:47,23/08/07 20:08,23/08/07 20:46,,5000,5000
Tibi Foods - Ikeja,Africa/Lagos,1029987,success,delivery,23/11/16,23/08/08 9:09,23/08/08 9:11,,23/08/08 9:19,23/08/08 9:58,23/08/08 10:19,,5000,5000
Tibi Foods - Ikeja,Africa/Lagos,1030120,success,delivery,23/11/16,23/08/08 9:30,23/08/08 9:34,,23/08/08 9:53,23/08/08 10:04,23/08/08 10:19,,6500,6500
Tibi Foods - Ikeja,Africa/Lagos,1031218,success,delivery,23/11/16,23/08/08 11:27,23/08/08 11:28,,23/08/08 11:31,23/08/08 11:40,23/08/08 12:02,,4600,4600
Tibi Foods - Ikeja,Africa/Lagos,1031821,success,delivery,23/11/16,23/08/08 12:07,23/08/08 12:08,,23/08/08 12:14,23/08/08 12:41,23/08/08 12:47,,5000,5000
Tibi Foods - Ikeja,Africa/Lagos,1032188,success,delivery,23/11/16,23/08/08 12:35,23/08/08 12:39,,23/08/08 12:41,23/08/08 12:52,23/08/08 13:21,,2200,2200
Tibi Foods - Ikeja,Africa/Lagos,1032735,success,delivery,23/11/16,23/08/08 13:06,23/08/08 13:07,,23/08/08 13:16,23/08/08 13:32,23/08/08 13:41,,5500,5500
Tibi Foods - Ikeja,Africa/Lagos,1034417,success,delivery,23/11/16,23/08/08 14:57,23/08/08 14:57,,23/08/08 15:01,23/08/08 15:09,23/08/08 15:40,,3900,3900
Tibi Foods - Ikeja,Africa/Lagos,1036169,success,delivery,23/11/16,23/08/08 17:22,23/08/08 17:26,,23/08/08 17:32,23/08/08 17:46,23/08/08 17:58,,3000,3000
Tibi Foods - Ikeja,Africa/Lagos,1047078,success,delivery,23/11/16,23/08/10 10:14,23/08/10 10:17,,23/08/10 10:30,23/08/10 10:40,23/08/10 11:00,,3900,3900
Tibi Foods - Ikeja,Africa/Lagos,1047904,success,delivery,23/11/16,23/08/10 11:24,23/08/10 11:25,,23/08/10 11:26,23/08/10 11:36,23/08/10 11:46,,5500,5500
Tibi Foods - Ikeja,Africa/Lagos,1048102,success,delivery,23/11/16,23/08/10 11:39,23/08/10 11:40,23/08/10 11:56,23/08/10 12:08,23/08/10 12:09,23/08/10 12:53,,8200,8200
Tibi Foods - Ikeja,Africa/Lagos,1048916,success,delivery,23/11/16,23/08/10 12:34,23/08/10 12:34,23/08/10 12:50,23/08/10 12:51,23/08/10 13:02,23/08/10 13:20,,5000,5000
Tibi Foods - Ikeja,Africa/Lagos,1049693,success,delivery,23/11/16,23/08/10 13:29,23/08/10 13:29,23/08/10 13:50,23/08/10 13:52,23/08/10 13:54,23/08/10 14:08,,5900,5900
Tibi Foods - Ikeja,Africa/Lagos,1050434,success,delivery,23/11/16,23/08/10 14:19,23/08/10 14:19,23/08/10 14:36,23/08/10 14:46,23/08/10 14:46,23/08/10 14:53,,7100,7100
Tibi Foods - Ikeja,Africa/Lagos,1053101,success,delivery,23/11/16,23/08/10 18:07,23/08/10 18:08,,23/08/10 18:22,23/08/10 18:25,23/08/10 19:01,,6000,6000
Tibi Foods - Ikeja,Africa/Lagos,1053339,success,delivery,23/11/16,23/08/10 18:30,23/08/10 18:31,,23/08/10 18:36,23/08/10 18:54,23/08/10 19:26,,2500,2500
Tibi Foods - Ikeja,Africa/Lagos,1054833,success,delivery,23/11/16,23/08/11 9:04,23/08/11 9:05,23/08/11 9:23,23/08/11 9:31,23/08/11 9:34,23/08/11 10:06,,5600,5600
Tibi Foods - Ikeja,Africa/Lagos,1054910,success,delivery,23/11/16,23/08/11 9:13,23/08/11 9:16,23/08/11 9:38,23/08/11 9:54,23/08/11 9:59,23/08/11 10:16,,4700,4700
Tibi Foods - Ikeja,Africa/Lagos,1056571,success,delivery,23/11/16,23/08/11 11:58,23/08/11 12:00,23/08/11 12:23,23/08/11 12:50,23/08/11 12:53,23/08/11 13:07,,11800,11800
Tibi Foods - Ikeja,Africa/Lagos,1056624,success,delivery,23/11/15,23/08/11 12:01,23/08/11 12:01,23/08/11 12:23,23/08/11 12:34,23/08/11 12:37,23/08/11 12:46,,3400,3400
Tibi Foods - Ikeja,Africa/Lagos,1056728,success,delivery,23/11/15,23/08/11 12:10,23/08/11 12:10,23/08/11 12:32,23/08/11 12:43,23/08/11 12:55,23/08/11 13:06,,6900,6900
Tibi Foods - Ikeja,Africa/Lagos,1057467,success,delivery,23/11/15,23/08/11 13:04,23/08/11 13:09,23/08/11 13:32,23/08/11 13:40,23/08/11 13:43,23/08/11 13:54,,6000,6000
Tibi Foods - Ikeja,Africa/Lagos,1059153,success,delivery,23/11/15,23/08/11 14:59,23/08/11 15:01,,23/08/11 15:11,23/08/11 15:18,23/08/11 15:24,,3400,3400
Tibi Foods - Ikeja,Africa/Lagos,1060866,success,delivery,23/11/15,23/08/11 17:16,23/08/11 17:19,,23/08/11 17:28,23/08/11 17:35,23/08/11 17:44,,2500,2500
Tibi Foods - Ikeja,Africa/Lagos,1061630,success,delivery,23/11/15,23/08/11 18:21,23/08/11 18:22,,23/08/11 18:31,23/08/11 18:39,23/08/11 18:59,,4900,4900
Tibi Foods - Ikeja,Africa/Lagos,1061661,success,delivery,23/11/15,23/08/11 18:23,23/08/11 18:24,,23/08/11 18:29,23/08/11 18:40,23/08/11 19:06,,3400,3400
Tibi Foods - Ikeja,Africa/Lagos,1068440,success,delivery,23/11/15,23/08/12 16:34,23/08/12 16:36,,23/08/12 16:43,23/08/12 16:50,23/08/12 17:15,,5500,5500
Tibi Foods - Ikeja,Africa/Lagos,1069224,success,delivery,23/11/15,23/08/12 17:40,23/08/12 17:41,,23/08/12 17:50,23/08/12 17:57,23/08/12 18:26,,3900,3900
Tibi Foods - Ikeja,Africa/Lagos,1071465,success,delivery,23/11/15,23/08/13 9:53,23/08/13 9:54,,23/08/13 9:56,23/08/13 10:05,23/08/13 10:22,,6900,6900
Tibi Foods - Ikeja,Africa/Lagos,1071938,success,delivery,23/11/15,23/08/13 10:58,23/08/13 10:59,,23/08/13 11:02,23/08/13 11:13,23/08/13 11:23,,3400,3400
Tibi Foods - Ikeja,Africa/Lagos,1072256,success,delivery,23/11/15,23/08/13 11:32,23/08/13 11:33,,23/08/13 11:33,23/08/13 11:47,23/08/13 12:24,,9400,9400
Tibi Foods - Ikeja,Africa/Lagos,1074136,success,delivery,23/11/15,23/08/13 14:09,23/08/13 14:12,23/08/13 14:29,23/08/13 14:38,23/08/13 14:42,23/08/13 15:03,,3000,3000
Tibi Foods - Ikeja,Africa/Lagos,1074695,success,delivery,23/11/15,23/08/13 14:55,23/08/13 14:57,23/08/13 15:07,23/08/13 15:22,23/08/13 15:29,23/08/13 15:47,,3000,3000
Tibi Foods - Ikeja,Africa/Lagos,1078296,success,delivery,23/11/15,23/08/14 9:06,23/08/14 9:08,,23/08/14 9:16,23/08/14 9:26,23/08/14 9:50,,4700,4700
Tibi Foods - Ikeja,Africa/Lagos,1078493,success,delivery,23/11/15,23/08/14 9:43,23/08/14 9:48,23/08/14 9:59,23/08/14 10:07,23/08/14 10:13,23/08/14 10:33,,12600,12600
Tibi Foods - Ikeja,Africa/Lagos,1078830,success,delivery,23/11/15,23/08/14 10:18,23/08/14 10:18,,23/08/14 10:23,23/08/14 10:28,23/08/14 10:41,,2500,2500
Tibi Foods - Ikeja,Africa/Lagos,1079301,success,delivery,23/11/15,23/08/14 10:59,23/08/14 10:59,23/08/14 11:07,23/08/14 11:17,23/08/14 11:22,23/08/14 11:50,,5800,5800
Tibi Foods - Ikeja,Africa/Lagos,1080185,success,delivery,23/11/15,23/08/14 11:58,23/08/14 12:04,23/08/14 12:15,23/08/14 12:28,23/08/14 12:40,23/08/14 12:52,,2500,2500
Tibi Foods - Ikeja,Africa/Lagos,1080200,success,delivery,23/11/15,23/08/14 11:59,23/08/14 12:02,23/08/14 12:19,23/08/14 12:34,23/08/14 12:38,23/08/14 12:43,,6700,6700
Tibi Foods - Ikeja,Africa/Lagos,1080293,success,delivery,23/11/15,23/08/14 12:05,23/08/14 12:08,23/08/14 12:26,23/08/14 12:46,23/08/14 12:48,23/08/14 13:02,,3400,3400
Tibi Foods - Ikeja,Africa/Lagos,1081403,success,delivery,23/11/15,23/08/14 13:12,23/08/14 13:13,23/08/14 13:24,23/08/14 14:26,23/08/14 14:27,23/08/14 14:40,,6000,6000
Tibi Foods - Ikeja,Africa/Lagos,1081723,success,delivery,23/11/15,23/08/14 13:32,23/08/14 13:47,23/08/14 14:05,23/08/14 14:26,23/08/14 14:27,23/08/14 14:53,,10800,10800
Tibi Foods - Ikeja,Africa/Lagos,1082081,success,delivery,23/11/15,23/08/14 13:52,23/08/14 13:55,23/08/14 14:12,23/08/14 14:31,23/08/14 14:34,23/08/14 14:59,,3900,3900
Tibi Foods - Ikeja,Africa/Lagos,1082275,success,delivery,23/11/15,23/08/14 14:03,23/08/14 14:05,23/08/14 14:12,23/08/14 14:42,23/08/14 14:56,23/08/14 15:47,,10800,10800
Tibi Foods - Ikeja,Africa/Lagos,1082650,success,delivery,23/11/15,23/08/14 14:27,23/08/14 14:28,,23/08/14 14:32,23/08/14 14:56,23/08/14 15:11,,8300,8300
Tibi Foods - Ikeja,Africa/Lagos,1082780,success,delivery,23/11/15,23/08/14 14:34,23/08/14 14:35,,23/08/14 14:47,23/08/14 15:09,23/08/14 15:22,,5000,5000
Tibi Foods - Ikeja,Africa/Lagos,1083602,success,delivery,23/11/15,23/08/14 15:28,23/08/14 15:31,23/08/14 15:53,23/08/14 15:58,23/08/14 16:02,23/08/14 16:24,,5000,5000
Tibi Foods - Ikeja,Africa/Lagos,1084927,success,delivery,23/11/15,23/08/14 17:04,23/08/14 17:05,23/08/14 17:17,23/08/14 17:26,23/08/14 17:27,23/08/14 17:34,,7300,7300
Tibi Foods - Ikeja,Africa/Lagos,1085822,success,delivery,23/11/15,23/08/14 18:15,23/08/14 18:16,,23/08/14 18:18,23/08/14 18:26,23/08/14 18:31,,3000,3000
Tibi Foods - Ikeja,Africa/Lagos,1088523,success,delivery,23/11/15,23/08/15 10:24,23/08/15 10:27,23/08/15 10:33,23/08/15 10:46,23/08/15 10:47,23/08/15 11:15,,3900,3900
Tibi Foods - Ikeja,Africa/Lagos,1089538,success,delivery,23/11/14,23/08/15 11:26,23/08/15 11:27,,23/08/15 11:38,23/08/15 11:47,23/08/15 12:02,,4900,4900
Tibi Foods - Ikeja,Africa/Lagos,1091542,success,delivery,23/11/14,23/08/15 13:07,23/08/15 13:08,23/08/15 13:26,23/08/15 13:32,23/08/15 13:34,23/08/15 13:43,,4500,4500
Tibi Foods - Ikeja,Africa/Lagos,1091657,success,delivery,23/11/14,23/08/15 13:14,23/08/15 13:15,23/08/15 13:38,23/08/15 13:42,23/08/15 13:44,23/08/15 13:55,,3400,3400
Tibi Foods - Ikeja,Africa/Lagos,1092766,success,delivery,23/11/14,23/08/15 14:14,23/08/15 14:19,23/08/15 14:35,23/08/15 14:47,23/08/15 14:48,23/08/15 15:10,,5000,5000
Tibi Foods - Ikeja,Africa/Lagos,1095917,success,delivery,23/11/14,23/08/15 17:30,23/08/15 17:32,,23/08/15 17:35,23/08/15 17:43,23/08/15 17:47,,3000,3000
Tibi Foods - Ikeja,Africa/Lagos,1096067,success,delivery,23/11/14,23/08/15 17:40,23/08/15 17:47,,23/08/15 17:50,23/08/15 18:00,23/08/15 18:14,,3000,3000
Tibi Foods - Ikeja,Africa/Lagos,1099697,success,delivery,23/11/14,23/08/16 10:28,23/08/16 10:32,,23/08/16 10:40,23/08/16 10:45,23/08/16 10:58,,2500,2500
Tibi Foods - Ikeja,Africa/Lagos,1104057,success,delivery,23/11/14,23/08/16 14:03,23/08/16 14:09,23/08/16 14:32,23/08/16 14:46,23/08/16 15:01,23/08/16 15:14,,7500,7500
Tibi Foods - Ikeja,Africa/Lagos,1104425,success,delivery,23/11/14,23/08/16 14:21,23/08/16 14:24,23/08/16 14:47,23/08/16 14:52,23/08/16 15:01,23/08/16 15:42,,6900,6900
Tibi Foods - Ikeja,Africa/Lagos,1106687,success,delivery,23/11/14,23/08/16 16:13,23/08/16 16:14,23/08/16 16:34,23/08/16 16:38,23/08/16 16:42,23/08/16 16:50,,3400,3400
Tibi Foods - Ikeja,Africa/Lagos,1107997,success,delivery,23/11/14,23/08/16 17:29,23/08/16 17:29,23/08/16 17:56,23/08/16 18:03,23/08/16 18:06,23/08/16 18:39,,5400,5400
